Number;Area;Address
м.Київ - Відділ ведення ДРВ Голосіївської районної в місті Києві державної адміністрації;;
Звичайні виборчі дільниці:;;
800346;м.Київ – вул.Райдужна: 1, 3–3А, 5–9, 11-;вул.Райдужна, 17Б, м.Київ, 02218 (спеціалізована школа №120, вестибюль, 1-й поверх)
800347;м.Київ – бульв.Перова: 23, 25–25В, 27- вул.Валентина Сєрова: 34–36- вул.Райдужна: 3Б-;вул.Райдужна, 17Б, м.Київ, 02218 (спеціалізована школа №120, коридор, 2-й поверх)
800348;м.Київ – бульв.Перова: 23А- вул.Валентина Сєрова: 28–30Б- вул.Райдужна: 11А–13В, 17А-;бульв.Перова, 21, м.Київ, 02218 (школа №180, коридор, 2-й поверх)
800349;м.Київ – вул.Райдужна: 17, 19, 21–21А, 29, 39-;вул.Валентина Сєрова, 19, м.Київ, 02218 (Центр дитячо-юнацької творчості, коридор, 1-й поверх)
800350;м.Київ – бульв.Перова: 15Б–15В- вул.Райдужна: 31–37, 41–43, 45–47-;вул.Райдужна, 53, м.Київ, 02218 (спеціалізована школа №265, коридор, права сторона, 2-й поверх)
800351;м.Київ – бульв.Перова: 9А–9Б, 11–11В, 13–13/2, 15–15А- вул.Старосільська: 52А-;вул.Райдужна, 53, м.Київ, 02218 (спеціалізована школа №265, гардероб, 1-й поверх)
800352;м.Київ – бульв.Перова: 3, 5–5А, 7, 9, 9В- вул.Райдужна: 55–59Б- вул.Старосільська: 26-;вул.Райдужна, 53, м.Київ, 02218 (спеціалізована школа №265, коридор, 2-й поверх)
800353;м.Київ – вул.Марка Черемшини, вул.Райдужна: 44, 50, 61–71- вул.Старосільська: 2- просп.Алішера Навої: 1-;вул.Старосільська, 2, м.Київ, 02125 (вище професійне училище №25, коридор, 2-й поверх)
800354;м.Київ – бульв.Перова: 38/1–46/2- вул.Івана Микитенка: 3А- вул.Миколи Кибальчича: 4, 6-;бульв.Перова, 21, м.Київ, 02218 (школа №180, коридор, 1-й поверх)
800355;м.Київ – бульв.Перова: 48–48А- вул.Миколи Кибальчича: 3А–3Б-;вул.Миколи Кибальчича, 5, м.Київ, 02183 (школа №224, вестибюль, ліва сторона, 2-й поверх)
800356;м.Київ – бульв.Перова: 48Б–56- просп.Генерала Ватутіна: 22–22А-;вул.Миколи Кибальчича, 5, м.Київ, 02183 (школа №224, спортивна зала, 1-й поверх)
800357;м.Київ – просп.Генерала Ватутіна: 24–24А, 26-;вул.Миколи Кибальчича, 5, м.Київ, 02183 (школа №224, вестибюль, 1-й поверх)
800358;м.Київ – вул.Миколи Кибальчича: 21- просп.Генерала Ватутіна: 28А–30А-;вул.Миколи Кибальчича, 13Б, м.Київ, 02183 (ЖЕД-409, актова зала, 2-й поверх)
800359;м.Київ – вул.Миколи Кибальчича: 15–15А, 19- просп.Генерала Ватутіна: 26Б–26В-;вул.Миколи Кибальчича, 7, м.Київ, 02183 (спеціалізована школа №246, вестибюль, права сторона, 1-й поверх)
800360;м.Київ – вул.Миколи Кибальчича: 5А–5Б, 7А–7Б, 9- просп.Генерала Ватутіна: 24Б–24В-;вул.Миколи Кибальчича, 7, м.Київ, 02183 (спеціалізована школа №246, вестибюль, ліва сторона, 1-й поверх)
800361;м.Київ – вул.Братиславська: 15- вул.Генерала Карбишева: 8А, 14–22-;вул.Генерала Карбишева, 16/2, м.Київ, 02139 (ЖЕД-409, актова зала, 2-й поверх)
800362;м.Київ – вул.Курнатовського: 17–19А- вул.Миколи Кибальчича: 8–8А, 10–14, 16–18/21-;вул.Івана Микитенка, 7, м.Київ, 02139 (спеціалізована школа №98, коридор, 1-й поверх)
800363;м.Київ – вул.Івана Микитенка: 3, 5–15- вул.Курнатовського: 15–15Б-;вул.Івана Микитенка, 7, м.Київ, 02139 (спеціалізована школа №98, коридор, 2-й поверх)
800364;м.Київ – вул.Едуарда Вільде: 3–6- вул.Курнатовського: 22–32А-;вул.Едуарда Вільде, 5, м.Київ, 02139 (школа №184, їдальня, 1-й поверх)
800365;м.Київ – вул.Братиславська: 13- вул.Генерала Карбишева: 1/29–8, 10–12- вул.Едуарда Вільде: 8–10- вул.Івана Микитенка: 27-;вул.Едуарда Вільде, 5, м.Київ, 02139 (школа №184, спортивна зала, 2-й поверх)
800366;м.Київ – вул.Івана Микитенка: 21–25- вул.Курнатовського: 6- вул.Сулеймана Стальського: 24Б–28-;вул.Сулеймана Стальського, 26А, м.Київ, 02139 (школа №4, вестибюль, 1-й поверх)
800367;м.Київ – вул.Курнатовського: 4А, 6А–6Б- вул.Сулеймана Стальського: 28А–32-;вул.Сулеймана Стальського, 26А, м.Київ, 02139 (школа №4, актова зала, 2-й поверх)
800368;м.Київ – вул.Курнатовського: 2–4, 4Б–5-;вул.Сулеймана Стальського, 26А, м.Київ, 02139 (школа №4, коридор початкової школи, 2-й поверх)
800369;м.Київ – бульв.Перова: 30–34/2- вул.Петра Запорожця: 9А–9Б- вул.Сулеймана Стальського: 4–10-;вул.Сулеймана Стальського, 12, м.Київ, 02125 (школа №158, коридор, 1-й поверх)
800370;м.Київ – вул.Курнатовського: 9–11Б- вул.Сулеймана Стальського: 14–20-;вул.Сулеймана Стальського, 12, м.Київ, 02125 (школа №158, коридор, 2-й поверх)
800371;м.Київ – бульв.Перова: 20–22, 24–24Б, 26- вул.Петра Запорожця: 3, 5–5А, 7–7А, 9-;бульв.Перова, 3, м.Київ, 02125 (спеціалізована школа-інтернат №14, вестибюль, 1-й поверх)
800372;м.Київ – вул.Курнатовського: 5А–5Б- вул.Петра Запорожця: 11–11В, 13–13Б, 15–15Б, 17–17А, 19–21-;вул.Сулеймана Стальського, 12, м.Київ, 02125 (школа №158, коридор, 3-й поверх)
800373;м.Київ – бульв.Перова: 1–1Б, 18–18Б- вул.Петра Запорожця: 4, 6, 8, 10, 12, 14А, 14/3, 16-;бульв.Перова, 1, м.Київ, 02125 (спеціальна школа-інтернат №26, вестибюль, 1-й поверх)
800374;м.Київ – бульв.Перова: 8, 10–10А, 12/92, 14, 16–16Г- вул.Петра Запорожця: 8Б–8В, 14Б, 18, 26А-;бульв.Перова, 14А, м.Київ, 02125 (школа №201, рекреація, права сторона, 2-й поверх)
800375;м.Київ – просп.Алішера Навої: 57–90-;бульв.Перова, 14А, м.Київ, 02125 (школа №201, рекреація, ліва сторона, 2-й поверх)
800376;м.Київ – бульв.Перова: 2/1, 4, 6- вул.Воскресенська;бульв.Перова, 14А, м.Київ, 02125 (школа №201, рекреація, ліва сторона, 1-й поверх)
800377;м.Київ – вул.Золота, вул.Каховська, вул.Комбінатна, вул.Маланюка Євгена, вул.Митрополита Андрея Шептицького: 7, 57–76- вул.Прибережна, вул.Прибережна Садова, вул.Призалізнична Садова, вул.Силікатна, вул.Цегельна, вул.1 Садова, вул.10 Садова, вул.12 Садова, вул.16 Садова, вул.17 Садова, вул.18 Садова, вул.2 Садова, вул.24 Садова, вул.29 Садова, вул.3 Лінія, вул.3 Садова, вул.31 Садова, вул.32 Садова, вул.34 Садова, вул.35 Садова, вул.4 Садова, вул.5 Садова, вул.6 Канальна, вул.8 Садова, пров.Слобідський, пров.1 Садовий, пров.3 Садовий, пров.4 Садовий, Броварський проспект: 9В- ст.Київ Дніпровський 21 км;вул.Челябінська, 5, м.Київ, 02002 (спеціалізована школа №65, рекреація, 1-й поверх)
